,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season
10125,Wed Feb 23 2011,7:30p,Milwaukee Bucks,108,New York Knicks,114,Box Score,,19763,,Feb 23 2011,NYK,2011-02-23,02-24-2011,2010-11
8593,Sun May 22 2011,8:30p,Chicago Bulls,85,Miami Heat,96,Box Score,,20123,,May 22 2011,MIA,2011-05-22,05-23-2011,2010-11
412,Tue Dec 28 2010,7:30p,New York Knicks,98,Miami Heat,106,Box Score,,20288,,Dec 28 2010,MIA,2010-12-28,12-29-2010,2010-11
9668,Sat Mar 19 2011,7:30p,Denver Nuggets,98,Miami Heat,103,Box Score,,19600,,Mar 19 2011,MIA,2011-03-19,03-20-2011,2010-11
8595,Tue May 24 2011,8:30p,Chicago Bulls,93,Miami Heat,101,Box Score,OT,20125,,May 24 2011,MIA,2011-05-24,05-25-2011,2010-11
10632,Sun Jan 2 2011,9:00p,Phoenix Suns,89,Sacramento Kings,94,Box Score,,12500,,Jan 2 2011,SAC,2011-01-02,01-03-2011,2010-11
1243,Sun Nov 14 2010,6:00p,Detroit Pistons,100,Sacramento Kings,94,Box Score,,12377,,Nov 14 2010,SAC,2010-11-14,11-15-2010,2010-11
10839,Sun Jan 30 2011,7:30p,Detroit Pistons,106,New York Knicks,124,Box Score,,19763,,Jan 30 2011,NYK,2011-01-30,01-31-2011,2010-11
1220,Wed Nov 10 2010,10:00p,Minnesota Timberwolves,98,Sacramento Kings,89,Box Score,,12433,,Nov 10 2010,SAC,2010-11-10,11-11-2010,2010-11
9710,Fri Mar 25 2011,7:30p,Philadelphia 76ers,99,Miami Heat,111,Box Score,,19840,,Mar 25 2011,MIA,2011-03-25,03-26-2011,2010-11
9728,Sun Mar 27 2011,6:00p,Houston Rockets,119,Miami Heat,125,Box Score,,19825,,Mar 27 2011,MIA,2011-03-27,03-28-2011,2010-11
10640,Tue Jan 4 2011,7:30p,Milwaukee Bucks,89,Miami Heat,101,Box Score,,20215,,Jan 4 2011,MIA,2011-01-04,01-05-2011,2010-11
10015,Fri Feb 4 2011,10:00p,San Antonio Spurs,113,Sacramento Kings,100,Box Score,,15772,,Feb 4 2011,SAC,2011-02-04,02-05-2011,2010-11
8841,Wed Mar 2 2011,10:00p,Portland Trail Blazers,107,Sacramento Kings,102,Box Score,,12286,,Mar 2 2011,SAC,2011-03-02,03-03-2011,2010-11
8894,Wed Mar 9 2011,10:00p,Orlando Magic,106,Sacramento Kings,102,Box Score,,12728,,Mar 9 2011,SAC,2011-03-09,03-10-2011,2010-11
1130,Fri Oct 29 2010,8:00p,Orlando Magic,70,Miami Heat,96,Box Score,,19600,,Oct 29 2010,MIA,2010-10-29,10-30-2010,2010-11
10800,Tue Jan 25 2011,10:00p,Charlotte Bobcats,94,Sacramento Kings,89,Box Score,,13984,,Jan 25 2011,SAC,2011-01-25,01-26-2011,2010-11
398,Sun Dec 26 2010,7:00p,Washington Wizards,80,San Antonio Spurs,94,Box Score,,18581,,Dec 26 2010,SAS,2010-12-26,12-27-2010,2010-11
9711,Fri Mar 25 2011,7:30p,Milwaukee Bucks,102,New York Knicks,96,Box Score,,19763,,Mar 25 2011,NYK,2011-03-25,03-26-2011,2010-11
1121,Thu Oct 28 2010,8:00p,Washington Wizards,83,Orlando Magic,112,Box Score,,18918,,Oct 28 2010,ORL,2010-10-28,10-29-2010,2010-11
326,Wed Dec 15 2010,7:30p,Cleveland Cavaliers,95,Miami Heat,101,Box Score,,19899,,Dec 15 2010,MIA,2010-12-15,12-16-2010,2010-11
1353,Mon Nov 29 2010,7:30p,Washington Wizards,94,Miami Heat,105,Box Score,,19600,,Nov 29 2010,MIA,2010-11-29,11-30-2010,2010-11
1261,Wed Nov 17 2010,7:00p,Phoenix Suns,96,Miami Heat,123,Box Score,,19600,,Nov 17 2010,MIA,2010-11-17,11-18-2010,2010-11
8925,Mon Mar 14 2011,8:00p,San Antonio Spurs,80,Miami Heat,110,Box Score,,20021,,Mar 14 2011,MIA,2011-03-14,03-15-2011,2010-11
1245,Sun Nov 14 2010,7:30p,Houston Rockets,104,New York Knicks,96,Box Score,,19763,,Nov 14 2010,NYK,2010-11-14,11-15-2010,2010-11
277,Wed Dec 8 2010,8:30p,Golden State Warriors,94,San Antonio Spurs,111,Box Score,,16913,,Dec 8 2010,SAS,2010-12-08,12-09-2010,2010-11
10743,Mon Jan 17 2011,10:00p,Minnesota Timberwolves,102,Portland Trail Blazers,113,Box Score,,20239,,Jan 17 2011,POR,2011-01-17,01-18-2011,2010-11
9032,Mon Mar 28 2011,8:30p,Portland Trail Blazers,100,San Antonio Spurs,92,Box Score,,18583,,Mar 28 2011,SAS,2011-03-28,03-29-2011,2010-11
9566,Sat Mar 5 2011,10:00p,Charlotte Bobcats,69,Portland Trail Blazers,93,Box Score,,20588,,Mar 5 2011,POR,2011-03-05,03-06-2011,2010-11
10667,Fri Jan 7 2011,8:30p,Miami Heat,101,Milwaukee Bucks,95,Box Score,OT,18717,,Jan 7 2011,MIL,2011-01-07,01-08-2011,2010-11
8907,Sat Mar 12 2011,3:30p,Memphis Grizzlies,85,Miami Heat,118,Box Score,,19600,,Mar 12 2011,MIA,2011-03-12,03-13-2011,2010-11
9697,Wed Mar 23 2011,8:00p,Sacramento Kings,97,Milwaukee Bucks,90,Box Score,,14122,,Mar 23 2011,MIL,2011-03-23,03-24-2011,2010-11
9617,Sat Mar 12 2011,8:00p,Philadelphia 76ers,74,Milwaukee Bucks,102,Box Score,,15832,,Mar 12 2011,MIL,2011-03-12,03-13-2011,2010-11
8938,Wed Mar 16 2011,8:00p,Oklahoma City Thunder,96,Miami Heat,85,Box Score,,20083,,Mar 16 2011,MIA,2011-03-16,03-17-2011,2010-11
1206,Tue Nov 9 2010,7:30p,Utah Jazz,116,Miami Heat,114,Box Score,OT,19600,,Nov 9 2010,MIA,2010-11-09,11-10-2010,2010-11
10814,Thu Jan 27 2011,10:30p,Boston Celtics,88,Portland Trail Blazers,78,Box Score,,20706,,Jan 27 2011,POR,2011-01-27,01-28-2011,2010-11
238,Fri Dec 3 2010,8:30p,Minnesota Timberwolves,101,San Antonio Spurs,107,Box Score,,18581,,Dec 3 2010,SAS,2010-12-03,12-04-2010,2010-11
284,Thu Dec 9 2010,10:30p,Orlando Magic,83,Portland Trail Blazers,97,Box Score,,20219,,Dec 9 2010,POR,2010-12-09,12-10-2010,2010-11
10806,Wed Jan 26 2011,8:00p,Atlanta Hawks,90,Milwaukee Bucks,98,Box Score,,13274,,Jan 26 2011,MIL,2011-01-26,01-27-2011,2010-11
8948,Thu Mar 17 2011,10:00p,Cleveland Cavaliers,70,Portland Trail Blazers,111,Box Score,,20235,,Mar 17 2011,POR,2011-03-17,03-18-2011,2010-11
10160,Sun Feb 27 2011,10:30p,Atlanta Hawks,90,Portland Trail Blazers,83,Box Score,,20642,,Feb 27 2011,POR,2011-02-27,02-28-2011,2010-11
1329,Fri Nov 26 2010,7:30p,Philadelphia 76ers,90,Miami Heat,99,Box Score,,19800,,Nov 26 2010,MIA,2010-11-26,11-27-2010,2010-11
10783,Sat Jan 22 2011,8:30p,Memphis Grizzlies,94,Milwaukee Bucks,81,Box Score,,16157,,Jan 22 2011,MIL,2011-01-22,01-23-2011,2010-11
10831,Sat Jan 29 2011,8:30p,New Jersey Nets,81,Milwaukee Bucks,91,Box Score,,17173,,Jan 29 2011,MIL,2011-01-29,01-30-2011,2010-11
243,Sat Dec 4 2010,7:30p,Atlanta Hawks,77,Miami Heat,89,Box Score,,19600,,Dec 4 2010,MIA,2010-12-04,12-05-2010,2010-11
8843,Thu Mar 3 2011,8:00p,Orlando Magic,99,Miami Heat,96,Box Score,,19600,,Mar 3 2011,MIA,2011-03-03,03-04-2011,2010-11
9538,Tue Mar 1 2011,10:00p,Houston Rockets,103,Portland Trail Blazers,87,Box Score,,20272,,Mar 1 2011,POR,2011-03-01,03-02-2011,2010-11
10844,Mon Jan 31 2011,7:30p,Cleveland Cavaliers,90,Miami Heat,117,Box Score,,19600,,Jan 31 2011,MIA,2011-01-31,02-01-2011,2010-11
1154,Tue Nov 2 2010,7:30p,Minnesota Timberwolves,97,Miami Heat,129,Box Score,,19600,,Nov 2 2010,MIA,2010-11-02,11-03-2010,2010-11
9010,Fri Mar 25 2011,10:00p,San Antonio Spurs,96,Portland Trail Blazers,98,Box Score,,20644,,Mar 25 2011,POR,2011-03-25,03-26-2011,2010-11
220,Wed Dec 1 2010,7:30p,Detroit Pistons,72,Miami Heat,97,Box Score,,19600,,Dec 1 2010,MIA,2010-12-01,12-02-2010,2010-11
403,Mon Dec 27 2010,8:00p,Atlanta Hawks,95,Milwaukee Bucks,80,Box Score,,16751,,Dec 27 2010,MIL,2010-12-27,12-28-2010,2010-11
253,Sun Dec 5 2010,7:00p,New Orleans Hornets,84,San Antonio Spurs,109,Box Score,,17571,,Dec 5 2010,SAS,2010-12-05,12-06-2010,2010-11
8962,Sat Mar 19 2011,7:30p,Denver Nuggets,98,Miami Heat,103,Box Score,,19600,,Mar 19 2011,MIA,2011-03-19,03-20-2011,2010-11
1343,Sat Nov 27 2010,9:00p,Charlotte Bobcats,101,Milwaukee Bucks,104,Box Score,,15213,,Nov 27 2010,MIL,2010-11-27,11-28-2010,2010-11
9051,Thu Mar 31 2011,8:00p,Boston Celtics,107,San Antonio Spurs,97,Box Score,,18583,,Mar 31 2011,SAS,2011-03-31,04-01-2011,2010-11
1222,Thu Nov 11 2010,8:00p,Boston Celtics,112,Miami Heat,107,Box Score,,19650,,Nov 11 2010,MIA,2010-11-11,11-12-2010,2010-11
10625,Sat Jan 1 2011,9:00p,Dallas Mavericks,87,Milwaukee Bucks,99,Box Score,,13194,,Jan 1 2011,MIL,2011-01-01,01-02-2011,2010-11
10751,Wed Jan 19 2011,8:00p,Washington Wizards,87,Milwaukee Bucks,100,Box Score,,14007,,Jan 19 2011,MIL,2011-01-19,01-20-2011,2010-11
10026,Sun Feb 6 2011,12:00p,Los Angeles Clippers,79,Miami Heat,97,Box Score,,19702,,Feb 6 2011,MIA,2011-02-06,02-07-2011,2010-11
303,Sat Dec 11 2010,10:00p,Miami Heat,104,Sacramento Kings,83,Box Score,,16396,,Dec 11 2010,SAC,2010-12-11,12-12-2010,2010-11
9536,Tue Mar 1 2011,8:00p,Detroit Pistons,90,Milwaukee Bucks,92,Box Score,,11364,,Mar 1 2011,MIL,2011-03-01,03-02-2011,2010-11
10041,Tue Feb 8 2011,7:30p,Indiana Pacers,112,Miami Heat,117,Box Score,,19600,,Feb 8 2011,MIA,2011-02-08,02-09-2011,2010-11
10165,Mon Feb 28 2011,10:00p,Los Angeles Clippers,99,Sacramento Kings,105,Box Score,,17317,,Feb 28 2011,SAC,2011-02-28,03-01-2011,2010-11
280,Wed Dec 8 2010,10:00p,Washington Wizards,91,Sacramento Kings,116,Box Score,,12308,,Dec 8 2010,SAC,2010-12-08,12-09-2010,2010-11
9722,Sat Mar 26 2011,8:30p,Chicago Bulls,95,Milwaukee Bucks,87,Box Score,,18717,,Mar 26 2011,MIL,2011-03-26,03-27-2011,2010-11
9750,Wed Mar 30 2011,7:30p,New Jersey Nets,116,New York Knicks,120,Box Score,,19763,,Mar 30 2011,NYK,2011-03-30,03-31-2011,2010-11
9576,Sun Mar 6 2011,9:00p,Boston Celtics,89,Milwaukee Bucks,83,Box Score,,16110,,Mar 6 2011,MIL,2011-03-06,03-07-2011,2010-11
9559,Fri Mar 4 2011,8:30p,Phoenix Suns,102,Milwaukee Bucks,88,Box Score,,15011,,Mar 4 2011,MIL,2011-03-04,03-05-2011,2010-11
408,Mon Dec 27 2010,10:00p,Los Angeles Clippers,100,Sacramento Kings,99,Box Score,,14590,,Dec 27 2010,SAC,2010-12-27,12-28-2010,2010-11
10053,Wed Feb 9 2011,10:00p,Dallas Mavericks,102,Sacramento Kings,100,Box Score,,12310,,Feb 9 2011,SAC,2011-02-09,02-10-2011,2010-11
10036,Mon Feb 7 2011,10:00p,Utah Jazz,107,Sacramento Kings,104,Box Score,,11509,,Feb 7 2011,SAC,2011-02-07,02-08-2011,2010-11
9596,Wed Mar 9 2011,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,110,Box Score,,12499,,Mar 9 2011,MIL,2011-03-09,03-10-2011,2010-11
386,Thu Dec 23 2010,10:00p,Milwaukee Bucks,84,Sacramento Kings,79,Box Score,,12360,,Dec 23 2010,SAC,2010-12-23,12-24-2010,2010-11
8895,Thu Mar 10 2011,7:00p,Los Angeles Lakers,88,Miami Heat,94,Box Score,,19986,,Mar 10 2011,MIA,2011-03-10,03-11-2011,2010-11
9004,Fri Mar 25 2011,7:30p,Philadelphia 76ers,99,Miami Heat,111,Box Score,,19840,,Mar 25 2011,MIA,2011-03-25,03-26-2011,2010-11
426,Wed Dec 29 2010,10:00p,Memphis Grizzlies,98,Sacramento Kings,100,Box Score,,12636,,Dec 29 2010,SAC,2010-12-29,12-30-2010,2010-11
337,Fri Dec 17 2010,7:00p,Miami Heat,113,New York Knicks,91,Box Score,,19763,,Dec 17 2010,NYK,2010-12-17,12-18-2010,2010-11
9022,Sun Mar 27 2011,6:00p,Houston Rockets,119,Miami Heat,125,Box Score,,19825,,Mar 27 2011,MIA,2011-03-27,03-28-2011,2010-11
1236,Sat Nov 13 2010,7:30p,Toronto Raptors,100,Miami Heat,109,Box Score,,19600,,Nov 13 2010,MIA,2010-11-13,11-14-2010,2010-11
1299,Mon Nov 22 2010,7:30p,Indiana Pacers,93,Miami Heat,77,Box Score,,19600,,Nov 22 2010,MIA,2010-11-22,11-23-2010,2010-11
310,Mon Dec 13 2010,7:30p,New Orleans Hornets,84,Miami Heat,96,Box Score,,19600,,Dec 13 2010,MIA,2010-12-13,12-14-2010,2010-11
8862,Sun Mar 6 2011,1:00p,Chicago Bulls,87,Miami Heat,86,Box Score,,19763,,Mar 6 2011,MIA,2011-03-06,03-07-2011,2010-11
1185,Sat Nov 6 2010,7:30p,New Jersey Nets,89,Miami Heat,101,Box Score,,19600,,Nov 6 2010,MIA,2010-11-06,11-07-2010,2010-11
9645,Wed Mar 16 2011,8:00p,Orlando Magic,93,Milwaukee Bucks,89,Box Score,OT,13831,,Mar 16 2011,MIL,2011-03-16,03-17-2011,2010-11
8882,Tue Mar 8 2011,7:30p,Portland Trail Blazers,105,Miami Heat,96,Box Score,,19835,,Mar 8 2011,MIA,2011-03-08,03-09-2011,2010-11
9109,Thu Jun 2 2011,9:00p,Dallas Mavericks,95,Miami Heat,93,Box Score,,20003,,Jun 2 2011,MIA,2011-06-02,06-03-2011,2010-11
9113,Sun Jun 12 2011,8:00p,Dallas Mavericks,105,Miami Heat,95,Box Score,,20003,,Jun 12 2011,MIA,2011-06-12,06-13-2011,2010-11
9675,Sun Mar 20 2011,3:00p,New York Knicks,95,Milwaukee Bucks,100,Box Score,,18052,,Mar 20 2011,MIL,2011-03-20,03-21-2011,2010-11
10627,Sun Jan 2 2011,1:00p,Indiana Pacers,92,New York Knicks,98,Box Score,,19763,,Jan 2 2011,NYK,2011-01-02,01-03-2011,2010-11
10700,Wed Jan 12 2011,8:00p,San Antonio Spurs,91,Milwaukee Bucks,84,Box Score,,14061,,Jan 12 2011,MIL,2011-01-12,01-13-2011,2010-11
367,Mon Dec 20 2010,10:00p,Milwaukee Bucks,80,Portland Trail Blazers,106,Box Score,,20406,,Dec 20 2010,POR,2010-12-20,12-21-2010,2010-11
366,Mon Dec 20 2010,8:30p,Phoenix Suns,110,San Antonio Spurs,118,Box Score,,18581,,Dec 20 2010,SAS,2010-12-20,12-21-2010,2010-11
1216,Wed Nov 10 2010,7:30p,Golden State Warriors,122,New York Knicks,117,Box Score,,19763,,Nov 10 2010,NYK,2010-11-10,11-11-2010,2010-11
8920,Sun Mar 13 2011,6:00p,Indiana Pacers,106,New York Knicks,93,Box Score,,19763,,Mar 13 2011,NYK,2011-03-13,03-14-2011,2010-11
9732,Sun Mar 27 2011,9:30p,New Orleans Hornets,84,Los Angeles Lakers,102,Box Score,,18997,,Mar 27 2011,LAL,2011-03-27,03-28-2011,2010-11
375,Tue Dec 21 2010,10:30p,Milwaukee Bucks,98,Los Angeles Lakers,79,Box Score,,18997,,Dec 21 2010,LAL,2010-12-21,12-22-2010,2010-11
10118,Tue Feb 22 2011,10:30p,Atlanta Hawks,80,Los Angeles Lakers,104,Box Score,,18997,,Feb 22 2011,LAL,2011-02-22,02-23-2011,2010-11
365,Mon Dec 20 2010,7:30p,Dallas Mavericks,98,Miami Heat,96,Box Score,,20178,,Dec 20 2010,MIA,2010-12-20,12-21-2010,2010-11
9718,Fri Mar 25 2011,10:30p,Los Angeles Clippers,104,Los Angeles Lakers,112,Box Score,,18997,,Mar 25 2011,LAL,2011-03-25,03-26-2011,2010-11
377,Wed Dec 22 2010,7:00p,Detroit Pistons,115,Toronto Raptors,93,Box Score,,15303,,Dec 22 2010,TOR,2010-12-22,12-23-2010,2010-11
1345,Sun Nov 28 2010,1:00p,Atlanta Hawks,96,Toronto Raptors,78,Box Score,,17302,,Nov 28 2010,TOR,2010-11-28,11-29-2010,2010-11
8573,Wed May 4 2011,10:30p,Dallas Mavericks,93,Los Angeles Lakers,81,Box Score,,18997,,May 4 2011,LAL,2011-05-04,05-05-2011,2010-11
9026,Sun Mar 27 2011,9:30p,New Orleans Hornets,84,Los Angeles Lakers,102,Box Score,,18997,,Mar 27 2011,LAL,2011-03-27,03-28-2011,2010-11
270,Tue Dec 7 2010,10:30p,Washington Wizards,108,Los Angeles Lakers,115,Box Score,,18997,,Dec 7 2010,LAL,2010-12-07,12-08-2010,2010-11
10744,Mon Jan 17 2011,10:30p,Oklahoma City Thunder,94,Los Angeles Lakers,101,Box Score,,18997,,Jan 17 2011,LAL,2011-01-17,01-18-2011,2010-11
9052,Thu Mar 31 2011,10:30p,Dallas Mavericks,82,Los Angeles Lakers,110,Box Score,,18997,,Mar 31 2011,LAL,2011-03-31,04-01-2011,2010-11
10014,Fri Feb 4 2011,9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,Box Score,,16274,,Feb 4 2011,PHX,2011-02-04,02-05-2011,2010-11
10793,Mon Jan 24 2011,8:00p,Houston Rockets,129,Minnesota Timberwolves,125,Box Score,,11983,,Jan 24 2011,MIN,2011-01-24,01-25-2011,2010-11
1314,Wed Nov 24 2010,7:00p,Philadelphia 76ers,90,Toronto Raptors,106,Box Score,,15012,,Nov 24 2010,TOR,2010-11-24,11-25-2010,2010-11
1212,Wed Nov 10 2010,7:00p,Utah Jazz,104,Orlando Magic,94,Box Score,,18846,,Nov 10 2010,ORL,2010-11-10,11-11-2010,2010-11
9609,Fri Mar 11 2011,8:00p,Utah Jazz,101,Minnesota Timberwolves,122,Box Score,,18534,,Mar 11 2011,MIN,2011-03-11,03-12-2011,2010-11
10049,Wed Feb 9 2011,7:00p,San Antonio Spurs,111,Toronto Raptors,100,Box Score,,15867,,Feb 9 2011,TOR,2011-02-09,02-10-2011,2010-11
9701,Wed Mar 23 2011,10:00p,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17865,,Mar 23 2011,PHX,2011-03-23,03-24-2011,2010-11
8842,Wed Mar 2 2011,10:30p,Houston Rockets,103,Los Angeles Clippers,106,Box Score,,19060,,Mar 2 2011,LAC,2011-03-02,03-03-2011,2010-11
8978,Mon Mar 21 2011,7:30p,Boston Celtics,96,New York Knicks,86,Box Score,,19763,,Mar 21 2011,NYK,2011-03-21,03-22-2011,2010-11
227,Wed Dec 1 2010,10:30p,San Antonio Spurs,85,Los Angeles Clippers,90,Box Score,,16584,,Dec 1 2010,LAC,2010-12-01,12-02-2010,2010-11
9733,Sun Mar 27 2011,10:30p,Dallas Mavericks,91,Phoenix Suns,83,Box Score,,17314,,Mar 27 2011,PHX,2011-03-27,03-28-2011,2010-11
421,Wed Dec 29 2010,8:00p,Denver Nuggets,119,Minnesota Timberwolves,113,Box Score,,17093,,Dec 29 2010,MIN,2010-12-29,12-30-2010,2010-11
218,Wed Dec 1 2010,7:00p,Washington Wizards,108,Toronto Raptors,127,Box Score,,15209,,Dec 1 2010,TOR,2010-12-01,12-02-2010,2010-11
1348,Sun Nov 28 2010,3:30p,Utah Jazz,109,Los Angeles Clippers,97,Box Score,,17085,,Nov 28 2010,LAC,2010-11-28,11-29-2010,2010-11
8861,Sat Mar 5 2011,10:30p,Denver Nuggets,94,Los Angeles Clippers,100,Box Score,,19060,,Mar 5 2011,LAC,2011-03-05,03-06-2011,2010-11
1179,Fri Nov 5 2010,10:00p,Memphis Grizzlies,118,Phoenix Suns,123,Box Score,2OT,16470,,Nov 5 2010,PHX,2010-11-05,11-06-2010,2010-11
10691,Tue Jan 11 2011,8:00p,San Antonio Spurs,107,Minnesota Timberwolves,96,Box Score,,11209,,Jan 11 2011,MIN,2011-01-11,01-12-2011,2010-11
309,Sun Dec 12 2010,9:30p,Orlando Magic,94,Los Angeles Clippers,85,Box Score,,18278,,Dec 12 2010,LAC,2010-12-12,12-13-2010,2010-11
9650,Wed Mar 16 2011,10:30p,Dallas Mavericks,112,Golden State Warriors,106,Box Score,,19596,,Mar 16 2011,GSW,2011-03-16,03-17-2011,2010-11
10707,Thu Jan 13 2011,8:00p,Washington Wizards,97,Minnesota Timberwolves,109,Box Score,,11437,,Jan 13 2011,MIN,2011-01-13,01-14-2011,2010-11
10807,Wed Jan 26 2011,8:00p,Oklahoma City Thunder,118,Minnesota Timberwolves,117,Box Score,OT,14979,,Jan 26 2011,MIN,2011-01-26,01-27-2011,2010-11
1250,Mon Nov 15 2010,9:00p,Denver Nuggets,94,Phoenix Suns,100,Box Score,,17744,,Nov 15 2010,PHX,2010-11-15,11-16-2010,2010-11
10646,Tue Jan 4 2011,10:30p,Detroit Pistons,83,Los Angeles Lakers,108,Box Score,,18997,,Jan 4 2011,LAL,2011-01-04,01-05-2011,2010-11
8569,Mon May 2 2011,10:30p,Dallas Mavericks,96,Los Angeles Lakers,94,Box Score,,18997,,May 2 2011,LAL,2011-05-02,05-03-2011,2010-11
8960,Fri Mar 18 2011,10:30p,Minnesota Timberwolves,98,Los Angeles Lakers,106,Box Score,,18997,,Mar 18 2011,LAL,2011-03-18,03-19-2011,2010-11
1294,Sun Nov 21 2010,1:00p,Boston Celtics,101,Toronto Raptors,102,Box Score,,17707,,Nov 21 2010,TOR,2010-11-21,11-22-2010,2010-11
9636,Mon Mar 14 2011,10:30p,Orlando Magic,84,Los Angeles Lakers,97,Box Score,,18997,,Mar 14 2011,LAL,2011-03-14,03-15-2011,2010-11
10004,Thu Feb 3 2011,10:30p,San Antonio Spurs,89,Los Angeles Lakers,88,Box Score,,18997,,Feb 3 2011,LAL,2011-02-03,02-04-2011,2010-11
10825,Fri Jan 28 2011,10:30p,Sacramento Kings,100,Los Angeles Lakers,95,Box Score,,18997,,Jan 28 2011,LAL,2011-01-28,01-29-2011,2010-11
241,Fri Dec 3 2010,10:30p,Sacramento Kings,80,Los Angeles Lakers,113,Box Score,,18997,,Dec 3 2010,LAL,2010-12-03,12-04-2010,2010-11
9681,Sun Mar 20 2011,9:30p,Portland Trail Blazers,80,Los Angeles Lakers,84,Box Score,,18997,,Mar 20 2011,LAL,2011-03-20,03-21-2011,2010-11
1134,Fri Oct 29 2010,10:30p,Los Angeles Lakers,114,Phoenix Suns,106,Box Score,,18422,,Oct 29 2010,PHX,2010-10-29,10-30-2010,2010-11
9657,Fri Mar 18 2011,7:00p,Washington Wizards,107,Toronto Raptors,116,Box Score,,18017,,Mar 18 2011,TOR,2011-03-18,03-19-2011,2010-11
10669,Fri Jan 7 2011,10:30p,New Orleans Hornets,97,Los Angeles Lakers,101,Box Score,,18997,,Jan 7 2011,LAL,2011-01-07,01-08-2011,2010-11
8930,Mon Mar 14 2011,10:30p,Orlando Magic,84,Los Angeles Lakers,97,Box Score,,18997,,Mar 14 2011,LAL,2011-03-14,03-15-2011,2010-11
10657,Wed Jan 5 2011,10:30p,Los Angeles Lakers,99,Phoenix Suns,95,Box Score,,18105,,Jan 5 2011,PHX,2011-01-05,01-06-2011,2010-11
9691,Tue Mar 22 2011,10:30p,Phoenix Suns,137,Los Angeles Lakers,139,Box Score,3OT,18997,,Mar 22 2011,LAL,2011-03-22,03-23-2011,2010-11
1333,Fri Nov 26 2010,9:00p,Los Angeles Clippers,108,Phoenix Suns,116,Box Score,,17486,,Nov 26 2010,PHX,2010-11-26,11-27-2010,2010-11
10809,Wed Jan 26 2011,9:00p,Charlotte Bobcats,114,Phoenix Suns,107,Box Score,,16986,,Jan 26 2011,PHX,2011-01-26,01-27-2011,2010-11
390,Sat Dec 25 2010,5:00p,Miami Heat,96,Los Angeles Lakers,80,Box Score,,18997,,Dec 25 2010,LAL,2010-12-25,12-26-2010,2010-11
1146,Sun Oct 31 2010,7:00p,Utah Jazz,120,Oklahoma City Thunder,99,Box Score,,18203,,Oct 31 2010,OKC,2010-10-31,11-01-2010,2010-11
1276,Fri Nov 19 2010,7:00p,Houston Rockets,96,Toronto Raptors,106,Box Score,,17369,,Nov 19 2010,TOR,2010-11-19,11-20-2010,2010-11
9561,Fri Mar 4 2011,10:30p,Charlotte Bobcats,84,Los Angeles Lakers,92,Box Score,,18997,,Mar 4 2011,LAL,2011-03-04,03-05-2011,2010-11
10679,Sun Jan 9 2011,1:00p,Sacramento Kings,112,Toronto Raptors,118,Box Score,,17206,,Jan 9 2011,TOR,2011-01-09,01-10-2011,2010-11
404,Mon Dec 27 2010,8:00p,New Orleans Hornets,98,Minnesota Timberwolves,113,Box Score,,11679,,Dec 27 2010,MIN,2010-12-27,12-28-2010,2010-11
9537,Tue Mar 1 2011,8:00p,Los Angeles Lakers,90,Minnesota Timberwolves,79,Box Score,,17111,,Mar 1 2011,MIN,2011-03-01,03-02-2011,2010-11
1230,Fri Nov 12 2010,9:00p,Sacramento Kings,89,Phoenix Suns,103,Box Score,,18029,,Nov 12 2010,PHX,2010-11-12,11-13-2010,2010-11
10143,Fri Feb 25 2011,10:30p,Los Angeles Clippers,95,Los Angeles Lakers,108,Box Score,,18997,,Feb 25 2011,LAL,2011-02-25,02-26-2011,2010-11
10719,Fri Jan 14 2011,10:30p,New Jersey Nets,88,Los Angeles Lakers,100,Box Score,,18997,,Jan 14 2011,LAL,2011-01-14,01-15-2011,2010-11
10629,Sun Jan 2 2011,6:00p,Boston Celtics,93,Toronto Raptors,79,Box Score,,19986,,Jan 2 2011,TOR,2011-01-02,01-03-2011,2010-11
438,Fri Dec 31 2010,10:30p,Philadelphia 76ers,98,Los Angeles Lakers,102,Box Score,,18997,,Dec 31 2010,LAL,2010-12-31,01-01-2011,2010-11
10694,Tue Jan 11 2011,10:30p,Cleveland Cavaliers,57,Los Angeles Lakers,112,Box Score,,18997,,Jan 11 2011,LAL,2011-01-11,01-12-2011,2010-11
8855,Fri Mar 4 2011,10:30p,Charlotte Bobcats,84,Los Angeles Lakers,92,Box Score,,18997,,Mar 4 2011,LAL,2011-03-04,03-05-2011,2010-11
9755,Wed Mar 30 2011,10:00p,Oklahoma City Thunder,116,Phoenix Suns,98,Box Score,,18033,,Mar 30 2011,PHX,2011-03-30,03-31-2011,2010-11
10836,Sun Jan 30 2011,3:30p,Boston Celtics,109,Los Angeles Lakers,96,Box Score,,18997,,Jan 30 2011,LAL,2011-01-30,01-31-2011,2010-11
9999,Wed Feb 2 2011,9:00p,Milwaukee Bucks,77,Phoenix Suns,92,Box Score,,16422,,Feb 2 2011,PHX,2011-02-02,02-03-2011,2010-11
9748,Wed Mar 30 2011,7:00p,Milwaukee Bucks,104,Toronto Raptors,98,Box Score,,15906,,Mar 30 2011,TOR,2011-03-30,03-31-2011,2010-11
